Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P07245|C1TC_YEAST,sp|P07245|C1TC_YEAST,10,10,10,,1,10,10,10,7,6,7,6,7,6,22.1,22.1,22.1,102.2,946,946,0,41.185,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,13.7,12.9,38307000,0,38307000,16455000,0,16455000,21852000,0,21852000,,,,96,28;53;484;1007;3224;3283;3707;3723;4342;4399,True;True;True;True;True;True;True;True;True;True,28;53;498;1033;3323;3386;3822;3838;4481;4538,53;91;92;814;1659;5360;5463;5464;6242;6268;7341;7342;7438,78;132;133;134;1170;2345;7791;7792;7948;7949;9280;9281;9309;9310;10975;10976;11118,78;133;1170;2345;7791;7949;9280;9309;10976;11118,,
sp|P07246|ADH3_YEAST,sp|P07246|ADH3_YEAST,5,4,4,,1,5,4,4,5,3,4,2,4,2,13.1,13.1,13.1,40.369,375,375,0,9.0605,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,13.1,7.5,8974700,183370,8791400,5203200,0,5203200,3771600,183370,3588200,,,,97,674;1229;1524;2057;4413,True;True;True;True;False,690;1260;1559;2110;4553,1120;1121;2020;2496;2497;3383;7459;7460,1598;1599;2881;3593;3594;4969;11145;11146,1599;2881;3593;4969;11146,,
sp|P07251|ATPA_YEAST,sp|P07251|ATPA_YEAST,4,4,4,,1,4,4,4,3,4,3,4,3,4,8.6,8.6,8.6,58.607,545,545,0,21.341,35.172,27.415,61.734,3,3,Median,NaN,38.945,NaN,26.821,NaN,3.0949,1,2,1,2,Median,Median,6.4,8.6,33596000,261760,33334000,12548000,58379,12490000,21047000,203380,20844000,,,,98,288;2145;3019;3549,True;True;True;True,292;2202;3107;3659,485;486;3531;3532;4996;4997;5931,687;688;5170;5171;7281;7282;7283;7284;8652;8653,687;5170;7283;8652,,
sp|P07253|CBP6_YEAST,sp|P07253|CBP6_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,6.8,6.8,6.8,18.678,162,162,0,4.0234,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.8,0,743060,0,743060,743060,0,743060,0,0,0,,,,99,3400,TRUE,3507,5659,8215,8215,,
sp|P07256|QCR1_YEAST,sp|P07256|QCR1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.2,2.2,2.2,50.227,457,457,0.0042433,1.7306,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.2,2.2,1179100,0,1179100,611530,0,611530,567610,0,567610,,,,100,1396,TRUE,1431,2292;2293,3299;3300,3299,,
sp|P07257|QCR2_YEAST,sp|P07257|QCR2_YEAST,3,3,3,,1,3,3,3,3,0,3,0,3,0,14.4,14.4,14.4,40.478,368,368,0,3.1039,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,14.4,0,4777200,0,4777200,4777200,0,4777200,0,0,0,,,,101,655;1228;2360,True;True;True,671;1259;2419,1093;2019;3877,1563;2880;5633,1563;2880;5633,,
sp|P07258|CARA_YEAST,sp|P07258|CARA_YEAST,2,2,2,,1,2,2,2,2,1,2,1,2,1,6.1,6.1,6.1,45.361,411,411,0,4.0095,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.1,1.9,2776600,0,2776600,1964100,0,1964100,812440,0,812440,,,,102,4171;4377,True;True,4306;4516,7050;7399;7400,10531;11058;11059,10531;11058,,
sp|P07259|PYR1_YEAST,sp|P07259|PYR1_YEAST,21,21,19,,1,21,21,19,12,16,12,16,11,14,15.6,15.6,14.6,245.04,2214,2214,0,74.806,8.7676,5.1583,150.41,4,4,Median,NaN,8.2765,NaN,4.8694,NaN,135.95,1,3,1,3,Median,Median,9.5,12.6,87303000,2610300,84692000,41142000,180920,40961000,46161000,2429400,43731000,,,,103,39;170;284;430;654;1086;1606;1613;1864;1930;2066;2310;2410;2414;2557;2772;3278;3728;3953;4242;4374,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,39;172;288;444;670;1112;1644;1651;1908;1980;2119;2369;2469;2473;2635;2857;3381;3843;4080;4379;4513,67;68;287;288;479;728;729;1092;1784;2639;2648;3039;3155;3395;3794;3968;3973;3974;4246;4612;5457;6275;6276;6667;6668;7166;7167;7395,100;101;409;410;678;1052;1053;1054;1562;2538;3826;3835;4409;4607;4986;5530;5796;5803;5804;6188;6754;7942;9320;9321;9322;9913;9914;10718;10719;11052,101;409;678;1052;1562;2538;3826;3835;4409;4607;4986;5530;5796;5804;6188;6754;7942;9320;9914;10718;11052,,
sp|P07260|IF4E_YEAST,sp|P07260|IF4E_YEAST,4,4,4,,1,4,4,4,3,4,3,4,3,4,33.8,33.8,33.8,24.254,213,213,0,17.725,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,26.3,33.8,46415000,200560,46215000,17635000,200560,17434000,28780000,0,28780000,,,,104,1754;2334;3790;4250,True;True;True;True,1795;2393;3905;4388,2871;3830;3831;3832;3833;6376;6377;6378;7183;7184,4169;5571;5572;5573;5574;9482;9483;9484;9485;9486;10752;10753,4169;5571;9484;10752,,
sp|P07262|DHE4_YEAST;sp|P39708|DHE5_YEAST,sp|P07262|DHE4_YEAST,3;1,3;1,3;1,,2,3,3,3,2,2,2,2,2,2,15,15,15,49.569,454,454;457,0,17.637,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,11.5,10.8,14774000,0,14774000,7757600,0,7757600,7016600,0,7016600,,,,105,37;1251;3269,True;True;True,37;1283;3371,63;64;2051;5440,91;92;93;94;2915;7907,93;2915;7907,,
sp|P07263|SYH_YEAST,sp|P07263|SYH_YEAST,9,9,9,,1,9,9,9,6,7,6,7,6,7,16.7,16.7,16.7,59.952,546,546,0,25.403,2.1276,1.4878,135.35,3,3,Median,3.2522,NaN,2.7711,NaN,184.56,NaN,2,1,2,1,Median,Median,14.7,12.6,24942000,825190,24117000,11147000,725650,10421000,13795000,99540,13695000,,,,106,151;348;757;1745;2303;2304;2305;2794;4222,True;True;True;True;True;True;True;True;True,153;355;775;1786;2362;2363;2364;2879;4358,256;577;578;1254;2855;2856;3785;3786;3787;3788;4640;4641;7132,362;839;840;1794;4144;4145;4146;5514;5515;5516;5517;6786;6787;10669,362;839;1794;4146;5514;5515;5517;6786;10669,,
sp|P07267|CARP_YEAST,sp|P07267|CARP_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,4,4,4,44.498,405,405,0,3.2868,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4,0,2695200,0,2695200,2695200,0,2695200,0,0,0,,,,107,4419,TRUE,4559,7470,11163,11163,,
sp|P07274|PROF_YEAST,sp|P07274|PROF_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,15.1,15.1,15.1,13.677,126,126,0.0041783,1.5641,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,15.1,15.1,0,0,0,0,0,0,0,0,0,,,,108,2867,TRUE,2952,4757;4758;4759,6944;6945;6946,6944,,
sp|P07280|RS19A_YEAST,sp|P07280|RS19A_YEAST,12,1,1,,1,12,1,1,7,11,0,1,0,1,80.6,18.1,18.1,15.917,144,144,0,5.8896,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,54.2,66,36622000,0,36622000,0,0,0,36622000,0,36622000,,,,109,1337;1453;1454;1455;1592;2025;2026;2742;2793;2870;3750;4041,False;False;False;False;False;False;False;True;False;False;False;False,1371;1488;1489;1490;1630;2076;2077;2826;2878;2955;3865;4173,2192;2376;2377;2378;2379;2617;3313;3314;3315;4561;4638;4639;4762;4763;6310;6311;6828;6829,3138;3139;3140;3414;3415;3416;3417;3418;3419;3420;3421;3797;3798;4817;4818;4819;4820;6682;6784;6785;6949;6950;6951;9388;9389;9390;9391;10207;10208;10209;10210;10211;10212;10213;10214,3139;3414;3420;3421;3797;4817;4820;6682;6785;6950;9388;10207,,
sp|P07281|RS19B_YEAST,sp|P07281|RS19B_YEAST,13,13,2,,1,13,13,2,8,12,8,12,1,2,80.6,80.6,18.1,15.891,144,144,0,69.149,93.279,77.557,157.67,6,6,Median,16.988,105.63,14.766,100.07,235.35,113.43,2,4,2,4,Median,Median,70.1,66,290040000,2010200,288030000,98194000,1336800,96857000,191850000,673350,191170000,,,,110,183;184;1337;1453;1454;1455;1592;2025;2026;2793;2870;3750;4041,True;True;True;True;True;True;True;True;True;True;True;True;True,187;188;1371;1488;1489;1490;1630;2076;2077;2878;2955;3865;4173,312;313;314;2192;2376;2377;2378;2379;2617;3313;3314;3315;4638;4639;4762;4763;6310;6311;6828;6829,440;441;442;3138;3139;3140;3414;3415;3416;3417;3418;3419;3420;3421;3797;3798;4817;4818;4819;4820;6784;6785;6949;6950;6951;9388;9389;9390;9391;10207;10208;10209;10210;10211;10212;10213;10214,440;442;3139;3414;3420;3421;3797;4817;4820;6785;6950;9388;10207,,
sp|P07283|PMM_YEAST,sp|P07283|PMM_YEAST,7,7,7,,1,7,7,7,7,5,7,5,7,5,36.2,36.2,36.2,29.063,254,254,0,23.755,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,36.2,22,44005000,72774,43933000,23920000,72774,23847000,20086000,0,20086000,,,,111,547;645;1146;1951;2548;3698;3806,True;True;True;True;True;True;True,561;660;1174;2001;2626;3813;3925,916;917;1078;1079;1877;3190;3191;4233;4234;6227;6416;6417,1308;1309;1544;1545;1546;1547;2672;4651;4652;6169;6170;9257;9568;9569,1308;1546;2672;4651;6170;9257;9569,,
sp|P07284|SYSC_YEAST,sp|P07284|SYSC_YEAST,10,10,10,,1,10,10,10,7,8,7,8,7,8,26,26,26,53.309,462,462,0,42.864,13.547,9.33,4.0314,2,2,Median,NaN,13.547,NaN,9.33,NaN,4.0314,0,2,0,2,Median,Median,19.5,19.5,69433000,352710,69080000,38737000,0,38737000,30696000,352710,30343000,,,,112,251;603;663;805;1422;1902;2465;2478;2622;3497,True;True;True;True;True;True;True;True;True;True,255;617;679;825;1457;1951;2532;2548;2702;3607,413;1007;1008;1104;1332;2335;2336;3112;3113;4079;4080;4105;4355;4356;5834,582;1437;1438;1439;1440;1579;1906;3355;3356;3357;4543;4544;4545;5959;5960;5961;5992;6357;6358;8495,582;1439;1579;1906;3357;4545;5959;5992;6358;8495,,
sp|P07285|TRPD_YEAST,sp|P07285|TRPD_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,3.2,3.2,3.2,41.374,380,380,0.0092348,1.1091,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.2,3.2,0,0,0,0,0,0,0,0,0,,,,113,4134,TRUE,4267,6983;6984,10439;10440,10440,,
sp|P07347|ARD1_YEAST,sp|P07347|ARD1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,5.9,5.9,5.9,27.603,238,238,0,2.6417,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.9,5.9,2572600,0,2572600,994870,0,994870,1577700,0,1577700,,,,114,3510,TRUE,3620,5857;5858,8522;8523,8522,,
sp|P07560|SEC4_YEAST,sp|P07560|SEC4_YEAST,3,3,3,,1,3,3,3,2,2,2,2,2,2,17.2,17.2,17.2,23.505,215,215,0,18.506,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,11.6,12.1,5837700,0,5837700,2732000,0,2732000,3105700,0,3105700,,,,115,1533;3184;4202,True;True;True,1568;3282;4338,2507;5284;5285;7099,3604;7674;7675;7676;10614,3604;7676;10614,,
sp|P07806|SYV_YEAST,sp|P07806|SYV_YEAST,12,12,12,,1,12,12,12,9,9,9,9,9,9,13.4,13.4,13.4,125.77,1104,1104,0,41.7,2.9814,3.0243,7.352,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,10.4,9.8,49359000,449410,48910000,24568000,106610,24461000,24791000,342790,24449000,,,,116,734;790;1622;1649;1874;1977;2050;3063;3280;3472;3930;4201,True;True;True;True;True;True;True;True;True;True;True;True,752;810;1660;1687;1918;2027;2103;3152;3383;3581;4055;4337,1219;1220;1308;2659;2660;2704;3054;3055;3234;3371;3372;5075;5459;5782;6625;6626;7097;7098,1744;1745;1878;3853;3854;3855;3916;4432;4433;4705;4948;4949;4950;7388;7944;8398;8399;9859;9860;10612;10613,1744;1878;3854;3916;4433;4705;4948;7388;7944;8399;9860;10613,,
sp|P08417|FUMH_YEAST,sp|P08417|FUMH_YEAST,3,3,3,,1,3,3,3,2,1,2,1,2,1,5.9,5.9,5.9,53.151,488,488,0,5.0815,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.3,1.6,1900100,0,1900100,1457700,0,1457700,442360,0,442360,,,,117,227;1482;4416,True;True;True,231;1517;4556,379;2422;7466,529;3484;11159,529;3484;11159,,
sp|P08518|RPB2_YEAST,sp|P08518|RPB2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,1.1,1.1,1.1,138.75,1224,1224,0,2.5023,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.1,1.1,2946200,0,2946200,1574600,0,1574600,1371700,0,1371700,,,,118,3027,TRUE,3115,5009;5010,7297;7298;7299,7298,,
sp|P08524|FPPS_YEAST,sp|P08524|FPPS_YEAST,12,12,12,,1,12,12,12,8,10,8,10,8,10,38.1,38.1,38.1,40.483,352,352,0,65.279,6.1682,3.3073,5.1731,2,2,Median,NaN,6.1682,NaN,3.3073,NaN,5.1731,0,2,0,2,Median,Median,25.9,28.1,46444000,548670,45896000,18700000,0,18700000,27745000,548670,27196000,,,,119,78;258;259;571;775;1094;1437;1476;1602;1603;2219;2366,True;True;True;True;True;True;True;True;True;True;True;True,79;262;263;585;794;1120;1472;1511;1640;1641;2277;2425,134;135;424;425;426;427;958;959;1285;1795;2354;2413;2414;2632;2633;2634;2635;3656;3886,197;198;598;599;600;601;1374;1375;1848;2549;3383;3384;3474;3475;3817;3818;3819;3820;5354;5647;5648,197;598;600;1374;1848;2549;3383;3474;3818;3819;5354;5647,,
sp|P08566|ARO1_YEAST,sp|P08566|ARO1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,174.75,1588,1588,0,18.692,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0.9,0.9,5563600,0,5563600,2605100,0,2605100,2958400,0,2958400,,,,120,3971,TRUE,4099,6700;6701,9968;9969;9970,9970,,
sp|P09064|IF2B_YEAST,sp|P09064|IF2B_YEAST,3,3,3,,1,3,3,3,3,1,3,1,3,1,12.3,12.3,12.3,31.574,285,285,0,8.6044,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,12.3,3.9,8369700,133420,8236300,5898300,133420,5764900,2471400,0,2471400,,,,121,166;3090;3642,True;True;True,168;3181;3756,280;281;5121;6130,397;398;399;7447;9108;9109,399;7447;9108,,
sp|P09232|PRTB_YEAST,sp|P09232|PRTB_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.3,3.3,3.3,69.621,635,635,0.0067385,1.3052,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,0,1688800,0,1688800,1688800,0,1688800,0,0,0,,,,122,237,TRUE,241,394,553,553,,
sp|P09436|SYIC_YEAST,sp|P09436|SYIC_YEAST,13,13,13,,1,13,13,13,13,5,13,5,13,5,17.5,17.5,17.5,122.98,1072,1072,0,67.724,6.6308,8.8706,123.19,4,4,Median,6.6498,NaN,14.763,NaN,148.79,NaN,3,1,3,1,Median,Median,17.5,8.3,68414000,981520,67432000,43337000,866650,42470000,25077000,114870,24962000,,,,123,461;593;653;819;1262;2606;2735;3135;3153;3154;3564;4046;4309,True;True;True;True;True;True;True;True;True;True;True;True;True,475;607;669;839;1294;2685;2819;3230;3250;3251;3674;4178;4448,779;990;991;1091;1353;2068;4327;4551;5199;5237;5238;5239;5958;5959;6836;6837;7292;7293,1117;1415;1416;1561;1932;2943;6317;6671;7550;7610;7611;7612;7613;8685;8686;8687;10226;10227;10911;10912,1117;1415;1561;1932;2943;6317;6671;7550;7610;7613;8687;10226;10911,,
sp|P09440|C1TM_YEAST,sp|P09440|C1TM_YEAST,5,5,5,,1,5,5,5,4,2,4,2,4,2,8.1,8.1,8.1,106.22,975,975,0,13.039,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,6.7,3.1,9907000,195390,9711600,7320500,195390,7125100,2586400,0,2586400,,,,124,1428;2539;2788;3755;4406,True;True;True;True;True,1463;2617;2873;3870;4545,2344;4217;4632;6316;7447;7448,3369;6147;6778;9396;11132;11133,3369;6147;6778;9396;11132,,
sp|P09457|ATPO_YEAST,sp|P09457|ATPO_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,12.3,12.3,12.3,22.814,212,212,0.008,1.158,2.1271,2.8456,59.671,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,12.3,12.3,15297000,4261600,11035000,7828500,2314300,5514100,7468100,1947300,5520800,,,,125,3,TRUE,3,7;8,12;13,13,,
sp|P09624|DLDH_YEAST,sp|P09624|DLDH_YEAST,7,7,7,,1,7,7,7,5,6,5,6,5,6,19.4,19.4,19.4,54.009,499,499,0,28.548,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,14,15.8,21672000,0,21672000,12190000,0,12190000,9482000,0,9482000,,,,126,42;292;606;1456;1660;2058;3708,True;True;True;True;True;True;True,42;296;620;1491;1698;2111;3823,74;75;491;1013;2380;2723;2724;3384;3385;6243;6244,109;110;697;1446;3422;3953;3954;4970;4971;9282;9283,109;697;1446;3422;3953;4971;9283,,
sp|P09733|TBA1_YEAST,sp|P09733|TBA1_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,5.4,5.4,5.4,49.799,447,447,0,3.2366,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,5.4,1541900,0,1541900,0,0,0,1541900,0,1541900,,,,127,119,TRUE,120,196,279,279,,
sp|P09938|RIR2_YEAST,sp|P09938|RIR2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,3,3,3,46.147,399,399,0.0014472,2.074,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,3,3,5152800,22557,5130300,2495300,22557,2472800,2657500,0,2657500,,,,128,891,TRUE,912,1465;1466,2073;2074;2075,2073,,
sp|P0C0T4|RS25B_YEAST,sp|P0C0T4|RS25B_YEAST,11,1,1,,1,11,1,1,7,9,1,1,1,1,72.2,10.2,10.2,12.009,108,108,0,10.503,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,Median,Median,50,63,22044000,392490,21652000,14438000,392490,14046000,7606000,0,7606000,,,,129,362;731;846;847;965;1373;1452;2755;3310;4282;4412,False;False;False;False;False;False;False;True;False;False;False,372;749;866;867;990;1408;1487;2839;3414;4421;4552,609;1214;1215;1394;1395;1396;1591;2257;2258;2375;4580;4581;5506;5507;5508;7246;7458,883;1735;1736;1737;1738;1739;1740;1981;1982;1983;1984;1985;1986;1987;2247;3253;3254;3255;3412;3413;6706;6707;6708;8004;8005;8006;8007;8008;10840;11144,883;1740;1982;1986;2247;3254;3413;6706;8005;10840;11144,,
sp|P0C0V8|RS21A_YEAST,sp|P0C0V8|RS21A_YEAST,8,1,1,,1,8,1,1,5,7,1,1,1,1,100,25.3,25.3,9.7457,87,87,0,3.7249,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,92,100,26644000,0,26644000,6215300,0,6215300,20428000,0,20428000,,,,130,62;568;569;1256;2438;2731;3363;3863,False;False;False;False;False;False;False;True,62;582;583;1288;2502;2503;2815;3469;3987,105;106;953;954;955;2058;4029;4030;4031;4032;4033;4034;4035;4036;4546;5595;5596;6518;6519;6520,150;151;1366;1367;1368;1369;2927;2928;5890;5891;5892;5893;5894;5895;5896;5897;5898;5899;5900;5901;5902;5903;5904;5905;5906;5907;5908;5909;6666;8123;8124;8125;9710;9711;9712;9713;9714;9715,150;1366;1368;2928;5901;6666;8124;9713,57,1
sp|P0C0X0|RS28B_YEAST,sp|P0C0X0|RS28B_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,16.4,16.4,16.4,7.5647,67,67,0,11.298,22.724,25.299,156.28,2,2,Median,NaN,22.724,NaN,25.299,NaN,156.28,0,2,0,2,Median,Median,16.4,16.4,106010000,565030,105450000,47631000,0,47631000,58381000,565030,57816000,,,,131,2432,TRUE,2493;2494,4008;4009;4010;4011;4012,5850;5851;5852;5853;5854;5855;5856;5857;5858,5855,58,1
sp|P0C2H6|RL27A_YEAST;sp|P0C2H7|RL27B_YEAST,sp|P0C2H6|RL27A_YEAST;sp|P0C2H7|RL27B_YEAST,11;9,11;9,11;9,;,2,11,11,11,10,10,10,10,10,10,69.9,69.9,69.9,15.531,136,136;136,0,55.607,298.66,378.16,177.2,6,6,Linear,150.45,174.88,372.13,140.98,244.35,106.03,3,3,3,3,Plateau,Median,69.1,67.6,453960000,2738800,451220000,176630000,2356000,174270000,277330000,382780,276950000,,,,132,1894;2678;2679;3200;3201;3493;3494;3855;3856;4192;4197,True;True;True;True;True;True;True;True;True;True;True,1943;2762;2763;3298;3299;3603;3604;3979;3980;4328;4333,3098;3099;3100;4453;4454;4455;4456;5316;5317;5318;5824;5825;5826;5827;6502;6503;6504;6505;7082;7083;7084;7091;7092;7093,4520;4521;4522;4523;4524;4525;4526;6516;6517;6518;6519;6520;6521;6522;6523;6524;6525;6526;7718;7719;7720;7721;7722;7723;8474;8475;8476;8477;8478;8479;8480;9686;9687;9688;9689;9690;10589;10590;10591;10592;10593;10594;10595;10602;10603;10604;10605;10606;10607,4523;6519;6521;7721;7723;8475;8480;9686;9689;10593;10607,,
sp|P0C2H8|RL31A_YEAST,sp|P0C2H8|RL31A_YEAST,4,4,1,,1,4,4,1,2,4,2,4,1,1,54,54,17.7,12.953,113,113,0,32.604,32.257,21.208,42.943,2,2,Median,NaN,32.257,NaN,21.208,NaN,42.943,0,2,0,2,Median,Median,38.9,54,218560000,498080,218070000,39684000,0,39684000,178880000,498080,178380000,,,,133,168;754;2081;2999,True;True;True;True,170;772;2134;2135;3086,284;285;1251;3418;3419;3420;4965;4966,403;404;405;406;407;1791;5014;5015;5016;5017;5018;7235;7236;7237,407;1791;5017;7237,59,44
sp|P0C2H9|RL31B_YEAST,sp|P0C2H9|RL31B_YEAST,4,1,1,,1,4,1,1,1,4,0,1,0,1,54,17.7,17.7,12.967,113,113,0,9.2727,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,21.2,54,9018100,156730,8861400,0,0,0,9018100,156730,8861400,,,,134,168;754;2082;2999,False;False;True;False,170;772;2136;3086,284;285;1251;3421;4965;4966,403;404;405;406;407;1791;5019;7235;7236;7237,407;1791;5019;7237,,
sp|Q07793|YD13B_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03612|YE11B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|Q99337|YN12B_YEAST;sp|Q12112|YN11B_YEAST;sp|Q04214|YM13B_YEAST,sp|Q07793|YD13B_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03612|YE11B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|Q99337|YN12B_YEAST,17;17;17;17;17;17;14;7;6,17;17;17;17;17;17;14;7;6,0;0;0;0;0;0;0;0;0,;;;;;;,9,17,17,0,16,15,16,15,0,0,13,13,0,181.66,1604,1604;1755;1755;1755;1755;1755;1749;1755;1755,0,163.19,21.554,18.768,125.81,6,6,Median,22.174,12.506,46.51,6.7054,94.074,109.93,3,3,3,3,Median,Median,13,12.8,210120000,1525300,208600000,101100000,328940,100770000,109020000,1196400,107830000,,,,135,191;507;671;962;1842;1910;2444;2445;2560;3001;3015;3455;3540;3822;4157;4410;4411,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,195;521;687;987;1885;1959;2510;2511;2512;2638;3088;3103;3563;3650;3943;4290;4550;4551,325;326;847;848;1114;1115;1586;1587;3009;3010;3125;3126;4049;4050;4051;4052;4053;4250;4251;4252;4253;4254;4968;4969;4989;5746;5747;5914;5915;5916;6444;6445;6446;7021;7022;7023;7456;7457,456;457;458;1211;1212;1213;1214;1592;1593;2241;2242;4365;4366;4367;4558;4559;5924;5925;5926;5927;5928;5929;5930;5931;6192;6193;6194;6195;6196;6197;6198;6199;6200;6201;6202;6203;6204;6205;6206;6207;6208;6209;6210;6211;6212;6213;7239;7240;7269;8334;8335;8336;8337;8614;8615;8616;8617;8618;9605;9606;9607;9608;9609;10496;10497;10498;10499;11142;11143,457;1212;1592;2242;4365;4558;5926;5930;6207;7240;7269;8336;8616;9605;10496;11142;11143,3,1
